SOURCE,SOURCEID,OBJECTID,VENUEID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,CAPACITY,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,URL,NAME2,NAME3,FORMERNM,STARTDATE,COMPLAINTS,ORDERS,COMPLAINT_ORDER_FACTOR,SOURCE_SYSTEM
Sterling Commerce,SCC_3808,501,1008,PETE HANNA CENTER,800 LAKESHORE DRIVE,BIRMINGHAM,AL,35229,,(205) 726-4351,SINGLE USE,OPEN,5000,JEFFERSON,22051,USA,33.46381746,-86.79720454,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://samfordsports.com/sports/2012/6/28/GEN_0628121228.aspx?id=19,THOMAS E. AND MARLA H. CORTS ARENA,,,2011-08-01,1,5,40,Salesforce
Sterling Commerce,SCC_1524,502,1009,GENTRY CENTER,3500 JOHN A. MERRITT BOULEVARD,NASHVILLE,TN,37209,,(615) 963-5000,SINGLE USE,OPEN,10500,DAVIDSON,47037,USA,36.16905164,-86.82951954,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.tnstate.edu/events/gentry.aspx,GENTRY COMPLEX,,,2017-07-01,1,5,40,Salesforce
Sterling Commerce,SCC_2519,508,1015,GILL COLISEUM,660 SOUTHWEST 26TH STREET,CORVALLIS,OR,97331,,(541) 737-4455,SINGLE USE,OPEN,9604,BENTON,53005,USA,44.56126204,-123.280635,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://osubeavers.com/sports/2012/7/16/208342866.aspx,,,,2010-11-01,1,4,50,Salesforce
Sterling Commerce,SCC_3435,515,1022,BENJAMIN JOHNSON ARENA,230 EVINS STREET,SPARTANBURG,SC,29303,,(864) 597-4090,SINGLE USE,OPEN,3500,SPARTANBURG,45083,USA,34.96025534,-81.93276259,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://woffordterriers.com/sports/2007/10/26/GEN_1026070715.aspx?tab=benjaminjohnsonarena,RAINES CENTER,,,2010-03-01,1,3,67,Salesforce
Sterling Commerce,SCC_3980,521,1028,FANT-EWING COLISEUM,NORTHEAST DRIVE AND BON AIRE DRIVE,MONROE,LA,71203,,(318) 342-1000,SINGLE USE,OPEN,7000,OUACHITA,5103,USA,32.531044,-92.0694132,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://ulmwarhawks.com/facilities/?id=4,,,,2015-06-01,1,3,67,Salesforce
Sterling Commerce,SCC_2189,524,1031,FELTON G. CLARK ACTIVITY CENTER,7722 SCENIC HWY BATON ROUGE,BATON ROUGE,LA,70813,,(225) 771-3821,SINGLE USE,OPEN,8100,EAST BATON ROUGE,22033,USA,30.52196003,-91.18547,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.subr.edu/index.cfm/page/899,,,,2013-05-01,1,3,67,Salesforce
Sterling Commerce,SCC_4774,529,1037,LAWLOR EVENTS CENTER,1664 NORTH VIRGINIA STREET,RENO,NV,89507,,(775) 784-4444,SINGLE USE,OPEN,11536,WASHOE,32031,USA,39.54506236,-119.8183828,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://www.unr.edu/lawlor,,,,2013-06-01,1,3,67,Salesforce
Sterling Commerce,SCC_2740,531,1039,YANITELLI CENTER,870 MONTGOMERY STREET,JERSEY CITY,NJ,7306,,(201) 761-7308,SINGLE USE,OPEN,3200,HUDSON,34017,USA,40.72771,-74.0731,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://www.saintpeters.edu/rlc/yanitelli/,VICTOR R.YANITELLI CENTER,,,2010-05-01,1,3,67,Salesforce
Sterling Commerce,SCC_1723,537,1045,MEMORIAL HALL GYMNASIUM,1200 NORTH DUPONT HIGHWAY,DOVER,DE,19901,,,SINGLE USE,OPEN,3000,KENT,48263,USA,39.18752001,-75.54336001,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.dsuhornets.com/ViewArticle.dbml?DB_OEM_ID=12900&ATCLID=835006,,,,2018-09-01,1,4,50,Salesforce
Sterling Commerce,SCC_2574,538,1046,MOORE GYMNASIUM,623 DOCTOR MARY MCLEOD BETHUNE BOULEVARD,DAYTONA BEACH,FL,32114,,,SINGLE USE,OPEN,3000,VOLUSIA,12127,USA,29.21090037,-81.0309087,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://bcuathletics.com/facilities/?id=6,,,,2013-07-01,1,3,67,Salesforce
Sterling Commerce,SCC_3675,546,1054,REDBIRD ARENA,COLLEGE AVENUE AND NORTH MAIN STREET,NORMAL,IL,61761,,(309) 438-8000,SINGLE USE,OPEN,10200,MCLEAN,38055,USA,40.51069,-88.99873,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://goredbirds.com/sports/2014/5/12/Facilty_redbird_arena.aspx,,,,2011-09-01,1,3,67,Salesforce
Sterling Commerce,SCC_3862,557,1065,MCKEON PAVILION,DE LA SALLE DRIVE AND GAEL WAY,MORAGA,CA,94556,,(203) 396-8130,SINGLE USE,OPEN,3500,CONTRA COSTA,6013,USA,37.84125,-122.10638,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://smcgaels.com/sports/2018/5/29/ot-index-facilities-html.aspx,,,,2012-09-01,1,4,50,Salesforce
Sterling Commerce,SCC_1108,558,1066,WAR MEMORIAL GYMNASIUM,2335 GOLDEN GATE AVENUE,SAN FRANCISCO,CA,94117,,(415) 422-2873,SINGLE USE,OPEN,5300,SAN FRANCISCO,6075,USA,37.77684,-122.44953,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://www.usfca.edu/campus-buildings-services/main-campus/war-memorial-gym,,,,2019-09-01,1,5,40,Salesforce
Sterling Commerce,SCC_3535,559,1067,UNITED SUPERMARKETS ARENA,INDIANA AVENUE AND 18TH STREET,LUBBOCK,TX,79409,,(806) 742-7362,SINGLE USE,OPEN,15020,LUBBOCK,48303,USA,33.58131093,-101.8866579,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.unitedsupermarketsarena.com/,,,UNITED SPIRIT ARENA,2017-10-01,1,3,67,Salesforce
Sterling Commerce,SCC_3661,564,367,CAPITAL ONE ARENA,610 F STREET NW,WASHINGTON,DC,20001,,(202) 628-3200,MULTIUSE,OPEN,20600,DISTRICT OF COLUMBIA,11001,USA,38.89817166,-77.02103207,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://capitalonearena.viewlift.com/,,,VERIZON CENTER,2011-01-01,1,5,40,Salesforce
Sterling Commerce,SCC_2351,568,1077,REESE COURT,WASHINGTON STREET AND ELM STREET,CHENEY,WA,99004,,,SINGLE USE,OPEN,6000,SPOKANE,53063,USA,47.49135606,-117.5894513,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://goeags.prestosports.com/facilities/ewas-reesecourt.html,SPECIAL EVENTS PAVILION,,,2016-08-01,1,3,67,Salesforce
Sterling Commerce,SCC_3086,574,1083,VALUE CITY ARENA,555 BORROR DRIVE,COLUMBUS,OH,43210,,(614) 688-3939,SINGLE USE,OPEN,18809,FRANKLIN,53021,USA,40.00762475,-83.02483304,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://www.schottensteincenter.com/,JEROME SCHOTTENSTEIN CENTER,,,2014-02-01,1,3,67,Salesforce
Sterling Commerce,SCC_2971,575,1084,WILLIAMS ARENA,1925 UNIVERSITY AVENUE SE,MINNEAPOLIS,MN,55455,,(612) 625-3007,SINGLE USE,OPEN,14625,HENNEPIN,27053,USA,44.977,-93.22834,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://gophersports.com/sports/2018/5/21/facilities-williams-arena-html.aspx,,,,2016-01-01,1,3,67,Salesforce
Sterling Commerce,SCC_2700,579,1088,UC SANTA BARBARA EVENTS CENTER,OCEAN ROAD AND EL COLEGIO ROAD,SANTA BARBARA,CA,93106,,,SINGLE USE,OPEN,6000,SANTA BARBARA,6083,USA,34.41375,-119.85132,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://ucsb.prestosports.com/traditions/thunderdome,THE THUNDERDOME,THE CAMPUS EVENTS CENTER,,2018-11-01,1,3,67,Salesforce
Sterling Commerce,SCC_3595,584,1093,STUART C. SIEGEL CENTER,1200 WEST BROAD STREET,RICHMOND,VA,23220,,(804) 827-1000,SINGLE USE,OPEN,7500,RICHMOND,51760,USA,37.55294693,-77.45289317,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://siegelcenter.com/landing/index,VERIZON WIRELESS ARENA,,,2016-03-01,1,4,50,Salesforce
Sterling Commerce,SCC_2849,586,1095,SECU ARENA,AUBURN DRIVE,TOWSON,MD,21204,,(855) 888-4437,SINGLE USE,OPEN,5200,BALTIMORE,24005,USA,39.38738236,-76.61707093,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://www.towson.edu/campus/landmarks/securarena/,,,,2019-04-01,1,3,67,Salesforce
Sterling Commerce,SCC_1985,587,1096,TRASK COLISEUM,WAGONER ROAD AND HURST DRIVE,WILMINGTON,NC,28403,,,SINGLE USE,OPEN,6100,NEW HANOVER,37129,USA,34.22500017,-77.87832058,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://uncw.edu/ba/campus_map/trask.html,,,,2010-02-01,1,4,50,Salesforce
Sterling Commerce,SCC_4567,590,1099,WILLIAMS ARENA AT MINGES COLISEUM,FICKHEN STREET,GREENVILLE,NC,27858,,(252) 737-4500,SINGLE USE,OPEN,8000,PITT,37147,USA,35.59733632,-77.36707809,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://ecupirates.com/facilities/?id=12,,,,2011-05-01,1,3,67,Salesforce
Sterling Commerce,SCC_3591,591,1100,RESCH CENTER,1901 SOUTH ONEIDA STREET,GREEN BAY,WI,54304,,(800) 895-0071,SINGLE USE,OPEN,9729,BROWN,27015,USA,44.4995093,-88.05493715,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://www.reschcenter.com/,,,,2010-08-01,1,3,67,Salesforce
Sterling Commerce,SCC_1487,593,1102,UW-MILWAUKEE PANTHER ARENA,400 WEST KILBORNE AVENUE,MILWAUKEE,WI,53203,,(800) 745-3000,SINGLE USE,OPEN,12700,MILWAUKEE,55079,USA,43.04231197,-87.91688653,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://www.uwmilwaukeepantherarena.com/,,,U.S. CELLULAR ARENA,2010-10-01,1,3,67,Salesforce
Sterling Commerce,SCC_1470,596,1105,THE PAVILION (CALIFORNIA),LA RUE ROAD AND ORCHARD ROAD,DAVIS,CA,95616,,(530) 752-1730,SINGLE USE,OPEN,5931,YOLO,6113,USA,38.54180917,-121.7596353,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.ucdavisaggies.com/facilities/?id=5,THE PAVILION AT ARC,,,2017-03-01,1,3,67,Salesforce
Sterling Commerce,SCC_4098,597,1106,TIGER ARENA,TOMPKINS HEIGHTS,SAVANNAH,GA,31404,,,SINGLE USE,OPEN,6000,CHATHAM,37037,USA,32.02378,-81.06586,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://ssuathletics.com/sports/2013/1/7/GEN_0107131107.aspx?id=76,,,,2019-08-01,1,5,40,Salesforce
Sterling Commerce,SCC_3715,598,1107,UTRGV FIELDHOUSE,WEST VAN WEEK STREET AND NORTH 5TH AVENUE,EDINBURG,TX,78541,,(956) 665-2221,SINGLE USE,OPEN,2500,HIDALGO,48215,USA,26.30675887,-98.16979213,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://goutrgv.com/sports/2010/10/25/UTRGVFieldhouse.aspx?id=5,,,UTPA FIELDHOUSE,2013-01-01,1,3,67,Salesforce
Sterling Commerce,SCC_2433,599,1108,LEVIEN GYMNASIUM,3030 BROADWAY,NEW YORK,NY,10027,,,SINGLE USE,OPEN,2700,NEW YORK,36061,USA,40.80999,-73.96194,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://gocolumbialions.com/sports/2018/6/5/319179.aspx,,,,2012-07-01,1,5,40,Salesforce
Sterling Commerce,SCC_2160,601,1110,PAUL BAILEY PIZZITOLA MEMORIAL SPORTS CENTER,LLOYD AVENUE AND HOPE STREET,PROVIDENCE,RI,2906,,,SINGLE USE,OPEN,2800,PROVIDENCE,44007,USA,41.83179817,-71.39815672,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://brownbears.com/facilities/?id=15,,,,2018-11-01,1,5,40,Salesforce
Sterling Commerce,SCC_3880,607,1116,SKYHAWK ARENA,MOUNT PELIA ROAD AND UNIVERSITY STREET,MARTIN,TN,38237,,,SINGLE USE,OPEN,4300,WEAKLEY,47183,USA,36.34363723,-88.86805366,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://utmsports.com/facilities/?id=3,KATHLEEN AND TOM ELAM CENTER,,,2015-05-01,1,5,40,Salesforce
Sterling Commerce,SCC_3760,608,1117,MAPLES PAVILION,655 CAMPUS DRIVE,STANFORD,CA,94305,,(650) 736-4079,SINGLE USE,OPEN,7233,SANTA CLARA,6085,USA,37.4295594,-122.1606158,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://gostanford.com/facilities/?id=10,,,,2016-02-01,1,5,40,Salesforce
Sterling Commerce,SCC_3687,610,1119,SOJKA PAVILION,701 MOORE AVENUE,LEWISBURG,PA,17837,,,SINGLE USE,OPEN,4000,UNION,41061,USA,40.95693731,-76.88685177,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://bucknellbison.com/news/2013/7/19/209105193.aspx,,,,2017-03-01,1,5,40,Salesforce
Sterling Commerce,SCC_3378,621,1130,MCKENZIE ARENA,720 EAST 4TH STREET,CHATTANOOGA,TN,37403,,(423) 266-6627,SINGLE USE,OPEN,10928,HAMILTON,20075,USA,35.05028565,-85.30090746,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://gomocs.com/sports/2015/4/22/GEN_201401016.aspx,,,,2014-09-01,1,3,67,Salesforce
Sterling Commerce,SCC_2455,626,1135,STOPHER GYMNASIUM,NSU ACADIA DRIVE AND NSU ELLENDALE DRIVE,THIBODAUX,LA,70310,,,SINGLE USE,OPEN,3800,LAFOURCHE,22057,USA,29.79230164,-90.80128526,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.geauxcolonels.com/index.aspx?tab=mensbasketball&path=mbball,,,,2019-09-01,1,5,40,Salesforce
Sterling Commerce,SCC_3593,629,1138,CONVOCATION CENTER (TEXAS),6900 NORTH LOOP 1640 WEST,SAN ANTONIO,TX,78249,,,SINGLE USE,OPEN,4080,BEXAR,48029,USA,29.58238567,-98.62155075,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://goutsa.com/sports/2007/6/1/611017.aspx,,,,2013-06-01,1,4,50,Salesforce
Sterling Commerce,SCC_2924,632,1141,MITCHELL CENTER,2195 MITCHELL CENTER DRIVE,MOBILE,AL,36608,,(251) 461-1632,SINGLE USE,OPEN,10041,MOBILE,1097,USA,30.69223124,-88.17972344,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://usajaguars.com/sports/2017/1/12/basketball-facilities.aspx,,,,2018-03-01,1,4,50,Salesforce
Sterling Commerce,SCC_2261,635,1144,CAJUNDOME,444 CAJUNDOME BLVD,LAFAYETTE,LA,70506,,(337) 265-2100,SINGLE USE,OPEN,12362,LAFAYETTE,22055,USA,30.21849818,-92.03887735,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.cajundome.com/,,,,2018-07-01,1,5,40,Salesforce
Sterling Commerce,SCC_2726,636,1145,UNT COLISEUM,600 AVENUE D,DENTON,TX,76201,,(940) 565-2020,SINGLE USE,OPEN,10500,DENTON,48121,USA,33.20862002,-97.15423002,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://meangreensports.com/facilities/?id=5,NORTH TEXAS COLISEUM,THE SUPER PIT,,2010-03-01,1,5,40,Salesforce
Sterling Commerce,SCC_2927,637,1146,TROJAN ARENA,5000 VETERANS STADIUM DRIVE,TROY,AL,36082,,(334) 670-3000,SINGLE USE,OPEN,5200,PIKE,28113,USA,31.802211,-85.95231379,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://troytrojans.com/sports/2013/12/4/MBB_1204135846.aspx?id=316,,,,2015-10-01,1,5,40,Salesforce
Sterling Commerce,SCC_3274,640,1149,WILLIIAM NICKS BUILDING,L. W. MINOR STREET,PRAIRIE VIEW,TX,77445,,,SINGLE USE,OPEN,6500,WALLER,48473,USA,30.09228022,-95.99304933,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://pvpanthers.com/sports/2014/7/30/MBB_0730141952.aspx,WILLIAM BILLY J. NICKS BUILDING,,,2016-10-01,1,5,40,Salesforce
Sterling Commerce,SCC_2078,643,1152,SAVE MART CENTER,2650 E SHAW AVE,FRESNO,CA,93710,,(559) 278-3401,SINGLE USE,OPEN,15596,FRESNO,6019,USA,36.80968311,-119.7384668,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://savemartcenter.com/,SAVE MART CENTER AT FRESNO STATE,,,2016-07-01,1,3,67,Salesforce
Sterling Commerce,SCC_4019,644,1153,STAN SHERIFF CENTER,LOWER CAMPUS ROAD,HONOLULU,HI,96822,,(808) 956-6955,SINGLE USE,OPEN,10300,HONOLULU,15003,USA,21.29429,-157.81888,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://hawaiiathletics.com/sports/2008/5/14/stan_sheriff_center.aspx?tab=stansheriffcenter,,,,2017-04-01,1,4,50,Salesforce
Sterling Commerce,SCC_1085,645,1154,FORD CENTER,1 SOUTHEAST MARTIN LUTHER KING JR BOULEVARD,EVANSVILLE,IN,47708,,(812) 422-1515,SINGLE USE,OPEN,11000,VANDERBURGH,18163,USA,37.97215,-87.56782,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://fordcenter.com/home/,,,,2013-04-01,1,4,50,Salesforce
Sterling Commerce,SCC_3996,646,1155,OCEANFIRST BANK CENTER,400 CEDAR AVENUE,WEST LONG BRANCH,NJ,7764,,(732) 571-3400,SINGLE USE,OPEN,4100,MONMOUTH,34025,USA,40.27946991,-74.00754519,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://www.monmouth.edu/campus-planning/the-oceanfirst-bank-center/,,,MULTIPURPOSE ACTIVITY CENTER,2017-08-01,1,3,67,Salesforce
Sterling Commerce,SCC_2676,647,1156,MATTHEW KNIGHT ARENA,1390 VILLARD ST,EUGENE,OR,97401,,(541) 346-4461,SINGLE USE,OPEN,12369,LANE,41039,USA,44.0449,-123.06621,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://matthewknightarena.com/,,,,2015-06-01,1,3,67,Salesforce
Sterling Commerce,SCC_3272,648,1157,COLLEGE PARK CENTER,600 SOUTH PECAN STREET,ARLINGTON,TX,76010,,(817) 272-5584,MULTIUSE,OPEN,7000,TARRANT,48439,USA,32.73054,-97.10809,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://www.utacollegepark.com/,,,,2014-01-01,1,4,50,Salesforce
Sterling Commerce,SCC_1255,653,1163,TEMPLETON PHYSICAL EDUCATION CENTER,ASHLAND STREET,CLINTON,SC,29325,,,SINGLE USE,OPEN,2300,LAURENS,45059,USA,34.46512849,-81.86895717,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.gobluehose.com/ViewArticle.dbml?ATCLID=1151441,FURMAN PINSON ARENA,,,2017-09-01,1,5,40,Salesforce
Sterling Commerce,SCC_1445,655,1165,SHARP GYMNASIUM,HINTON DRIVE,HOUSTON,TX,77074,,,SINGLE USE,OPEN,1000,HARRIS,48201,USA,29.695,-95.51691,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://hbuhuskies.com/sports/2011/9/21/Facilities.aspx,,,,2012-06-01,1,3,67,Salesforce
Sterling Commerce,SCC_2114,657,389,KEYARENA,305 HARRISON STREET,SEATTLE,WA,98109,,(206) 684-7200,OTHER,CLOSED,17072,KING,53033,USA,47.62209,-122.35406,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.keyarena.com/,KEYARENA AT SEATTLE CENTER,,,2016-07-01,1,3,67,Salesforce
Sterling Commerce,SCC_2614,663,1173,VADALABENE CENTER,NORTH CIRCLE DRIVE AND NORTHWEST ROAD,EDWARDSVILLE,IL,62026,,(618) 650-3705,SINGLE USE,OPEN,4000,MADISON,30057,USA,38.7963415,-89.99992849,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://www.siuecougars.com/facilities/vadalabene_center_basketball,SAM M. VADALABENE CENTER,,,2016-07-01,1,5,40,Salesforce
Sterling Commerce,SCC_1404,665,1175,TD ARENA,301 MEETING ST,CHARLESTON,SC,29401,,(843) 953-2632,SINGLE USE,OPEN,5100,CHARLESTON,45019,USA,32.78543199,-79.9344187,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://cofcsports.com/sports/2006/12/8/717604.aspx,TORONTO DOMINION BANK ARENA,,,2015-11-01,1,5,40,Salesforce
Sterling Commerce,SCC_4095,667,1177,FREDRICK C. HOBDY ASSEMBLY CENTER,1234 GRAMBLING ROAD,GRAMBLING,LA,71245,,,SINGLE USE,OPEN,7500,LINCOLN,32017,USA,32.52036533,-92.72379585,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://gsutigers.com/sports/2018/6/25/fredrick-c-hobdy-assembly-center.aspx?id=38,,,,2018-04-01,1,3,67,Salesforce
Sterling Commerce,SCC_4637,671,1181,ALAMODOME,100 MONTANA STREET,SAN ANTONIO,TX,78203,,(210) 207-3663,SINGLE USE,OPEN,65000,BEXAR,48029,USA,29.41690221,-98.47898243,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.alamodome.com/,,,,2015-02-01,1,3,67,Salesforce
Sterling Commerce,SCC_3656,672,1182,KIDD BREWER STADIUM,270 STADIUM DRIVE,BOONE,NC,28607,,(828) 262-7825,SINGLE USE,OPEN,30000,WATAUGA,37189,USA,36.21160595,-81.68554872,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://appstatesports.com/news/2015/8/1/204989181.aspx,,,,2018-11-01,1,5,40,Salesforce
Sterling Commerce,SCC_1848,677,1187,CAMPING WORLD STADIUM,1 CITRUS BOWL PLACE,ORLANDO,FL,32801,,(407) 423-2476,OTHER,OPEN,65438,ORANGE,12095,USA,28.53904164,-81.40277138,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,http://www.campingworldstadium.com/,,,ORLANDO CITRUS BOWL,2015-07-01,1,3,67,Salesforce
Sterling Commerce,SCC_2889,680,1190,TAMPA BAY DOWNS,11225 RACE TRACK ROAD,TAMPA,FL,33626,,(813) 855-4401,SINGLE USE,OPEN,-999,HILLSBOROUGH,12057,USA,28.05146,-82.646,711212,RACETRACKS,http://www.tampabaydowns.com,,,,2017-07-01,1,3,67,Salesforce
Sterling Commerce,SCC_3611,690,1200,BAXTER ARENA,2425 SOUTH 67TH STREET,OMAHA,NE,68106,,(402) 554-6200,SINGLE USE,OPEN,7898,DOUGLAS,31055,USA,41.236165,-96.013021,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://omavs.com/index.aspx?path=baxterarena,,,,2010-11-01,1,4,50,Salesforce
Sterling Commerce,SCC_1143,694,1203,YULMAN STADIUM,BEN WEINER DRIVE,NEW ORLEANS,LA,70118,,(504) 221-2131,SINGLE USE,OPEN,30000,ORLEANS,22071,USA,29.9446,-90.116,711310,PROMOTERS OF PERFORMING ARTS SPORTS AND SIMILAR EVENTS WITH FACILITIES,https://tulanegreenwave.com/facilities/?id=30,,,,2011-01-01,1,3,67,Salesforce
Sterling Commerce,SCC_4928,701,1209,GLEN ABBEY GOLF COURSE,1333 DORVAL DRIVE,OAKVILLE,ON,L6M 3Z4,,(905) 844-1800,SINGLE USE,OPEN,-999,HALTON,3524001,CAN,43.45272084,-79.71374809,713910,GOLF COURSES AND COUNTRY CLUBS,https://glenabbey.clublink.ca/,,,,2012-05-01,1,3,67,Salesforce
Sterling Commerce,SCC_3748,703,1211,WHISTLING STRAITS,N8501 COUNTY ROAD LS,KOHLER,WI,53083,,(800) 618-5535,SINGLE USE,OPEN,-999,SHEBOYGAN,55117,USA,43.85091888,-87.73514465,713910,GOLF COURSES AND COUNTRY CLUBS,https://www.americanclubresort.com/golf/whistling-straits,,,,2010-03-01,1,5,40,Salesforce
Sterling Commerce,SCC_3017,704,1212,PLAINFIELD COUNTRY CLUB,1591 WOODLAND AVENUE,PLAINFIELD,NJ,8820,,(908) 757-1800,SINGLE USE,OPEN,-999,MIDDLESEX,34023,USA,40.59443774,-74.39008493,713910,GOLF COURSES AND COUNTRY CLUBS,https://www.plainfieldcc.com/,,,,2010-10-01,1,5,40,Salesforce
Sterling Commerce,SCC_2123,707,1214,NOLA MOTORSPORTS PARK,11075 NICOLLE BLVD,AVONDALE,LA,70094,,(504) 302-4875,SINGLE USE,OPEN,-999,JEFFERSON,22051,USA,29.88469,-90.201813,711212,RACETRACKS,https://nolamotor.com/,,,,2016-06-01,1,5,40,Salesforce
