recordId,plantID,sensorManufacturer,sensor_reading_timestamp,sensor_id,sensor_output,surrogate_id,create_date
SD_P89384_21789,P89384,Siemens,2020-07-04T22:00:00Z,TS008,37,TS008_2020-07-04T22:00:00Z,2020-07-04T22:00:00Z
SD_P89384_21790,P89384,Siemens,2020-07-04T22:30:00Z,TS008,38,TS008_2020-07-04T22:30:00Z,2020-07-04T22:30:00Z
SD_P89384_21791,P89384,Siemens,2020-07-04T23:00:00Z,TS008,37,TS008_2020-07-04T23:00:00Z,2020-07-04T23:00:00Z
SD_P89384_21792,P89384,Siemens,2020-07-04T23:30:00Z,TS008,37,TS008_2020-07-04T23:30:00Z,2020-07-04T23:30:00Z
SD_P89384_21793,P89384,Siemens,2020-07-05T00:00:00Z,TS008,39,TS008_2020-07-05T00:00:00Z,2020-07-05T00:00:00Z
SD_P89384_21794,P89384,Siemens,2020-07-05T00:30:00Z,TS008,37,TS008_2020-07-05T00:30:00Z,2020-07-05T00:30:00Z
SD_P89384_21795,P89384,Siemens,2020-07-05T01:00:00Z,TS008,39,TS008_2020-07-05T01:00:00Z,2020-07-05T01:00:00Z
SD_P89384_21796,P89384,Siemens,2020-07-05T01:30:00Z,TS008,37,TS008_2020-07-05T01:30:00Z,2020-07-05T01:30:00Z
SD_P89384_21797,P89384,Siemens,2020-07-05T02:00:00Z,TS008,37,TS008_2020-07-05T02:00:00Z,2020-07-05T02:00:00Z
SD_P89384_21798,P89384,Siemens,2020-07-05T02:30:00Z,TS008,39,TS008_2020-07-05T02:30:00Z,2020-07-05T02:30:00Z
SD_P89384_21799,P89384,Siemens,2020-07-05T03:00:00Z,TS008,37,TS008_2020-07-05T03:00:00Z,2020-07-05T03:00:00Z
SD_P89384_21800,P89384,Siemens,2020-07-05T03:30:00Z,TS008,37,TS008_2020-07-05T03:30:00Z,2020-07-05T03:30:00Z
SD_P89384_21801,P89384,Siemens,2020-07-05T04:00:00Z,TS008,37,TS008_2020-07-05T04:00:00Z,2020-07-05T04:00:00Z
SD_P89384_21802,P89384,Siemens,2020-07-05T04:30:00Z,TS008,37,TS008_2020-07-05T04:30:00Z,2020-07-05T04:30:00Z
SD_P89384_21803,P89384,Siemens,2020-07-05T05:00:00Z,TS008,39,TS008_2020-07-05T05:00:00Z,2020-07-05T05:00:00Z
SD_P89384_21804,P89384,Siemens,2020-07-05T05:30:00Z,TS008,37,TS008_2020-07-05T05:30:00Z,2020-07-05T05:30:00Z
SD_P89384_21805,P89384,Siemens,2020-07-05T06:00:00Z,TS008,39,TS008_2020-07-05T06:00:00Z,2020-07-05T06:00:00Z
SD_P89384_21806,P89384,Siemens,2020-07-05T06:30:00Z,TS008,37,TS008_2020-07-05T06:30:00Z,2020-07-05T06:30:00Z
SD_P89384_21807,P89384,Siemens,2020-07-05T07:00:00Z,TS008,38,TS008_2020-07-05T07:00:00Z,2020-07-05T07:00:00Z
SD_P89384_21808,P89384,Siemens,2020-07-05T07:30:00Z,TS008,38,TS008_2020-07-05T07:30:00Z,2020-07-05T07:30:00Z
SD_P89384_21809,P89384,Siemens,2020-07-05T08:00:00Z,TS008,37,TS008_2020-07-05T08:00:00Z,2020-07-05T08:00:00Z
SD_P89384_21810,P89384,Siemens,2020-07-05T08:30:00Z,TS008,37,TS008_2020-07-05T08:30:00Z,2020-07-05T08:30:00Z
SD_P89384_21811,P89384,Siemens,2020-07-05T09:00:00Z,TS008,39,TS008_2020-07-05T09:00:00Z,2020-07-05T09:00:00Z
SD_P89384_21812,P89384,Siemens,2020-07-05T09:30:00Z,TS008,39,TS008_2020-07-05T09:30:00Z,2020-07-05T09:30:00Z
SD_P89384_21813,P89384,Siemens,2020-07-05T10:00:00Z,TS008,37,TS008_2020-07-05T10:00:00Z,2020-07-05T10:00:00Z
SD_P89384_21814,P89384,Siemens,2020-07-05T10:30:00Z,TS008,37,TS008_2020-07-05T10:30:00Z,2020-07-05T10:30:00Z
SD_P89384_21815,P89384,Siemens,2020-07-05T11:00:00Z,TS008,39,TS008_2020-07-05T11:00:00Z,2020-07-05T11:00:00Z
SD_P89384_21816,P89384,Siemens,2020-07-05T11:30:00Z,TS008,39,TS008_2020-07-05T11:30:00Z,2020-07-05T11:30:00Z
SD_P89384_21817,P89384,Siemens,2020-07-05T12:00:00Z,TS008,38,TS008_2020-07-05T12:00:00Z,2020-07-05T12:00:00Z
SD_P89384_21818,P89384,Siemens,2020-07-05T12:30:00Z,TS008,38,TS008_2020-07-05T12:30:00Z,2020-07-05T12:30:00Z
SD_P89384_21819,P89384,Siemens,2020-07-05T13:00:00Z,TS008,38,TS008_2020-07-05T13:00:00Z,2020-07-05T13:00:00Z
SD_P89384_21820,P89384,Siemens,2020-07-05T13:30:00Z,TS008,37,TS008_2020-07-05T13:30:00Z,2020-07-05T13:30:00Z
SD_P89384_21821,P89384,Siemens,2020-07-05T14:00:00Z,TS008,39,TS008_2020-07-05T14:00:00Z,2020-07-05T14:00:00Z
SD_P89384_21822,P89384,Siemens,2020-07-05T14:30:00Z,TS008,37,TS008_2020-07-05T14:30:00Z,2020-07-05T14:30:00Z
SD_P89384_21823,P89384,Siemens,2020-07-05T15:00:00Z,TS008,37,TS008_2020-07-05T15:00:00Z,2020-07-05T15:00:00Z
SD_P89384_21824,P89384,Siemens,2020-07-05T15:30:00Z,TS008,37,TS008_2020-07-05T15:30:00Z,2020-07-05T15:30:00Z
SD_P89384_21825,P89384,Siemens,2020-07-05T16:00:00Z,TS008,39,TS008_2020-07-05T16:00:00Z,2020-07-05T16:00:00Z
SD_P89384_21826,P89384,Siemens,2020-07-05T16:30:00Z,TS008,38,TS008_2020-07-05T16:30:00Z,2020-07-05T16:30:00Z
SD_P89384_21827,P89384,Siemens,2020-07-05T17:00:00Z,TS008,38,TS008_2020-07-05T17:00:00Z,2020-07-05T17:00:00Z
SD_P89384_21828,P89384,Siemens,2020-07-05T17:30:00Z,TS008,38,TS008_2020-07-05T17:30:00Z,2020-07-05T17:30:00Z
SD_P89384_21829,P89384,Siemens,2020-07-05T18:00:00Z,TS008,38,TS008_2020-07-05T18:00:00Z,2020-07-05T18:00:00Z
SD_P89384_21830,P89384,Siemens,2020-07-05T18:30:00Z,TS008,39,TS008_2020-07-05T18:30:00Z,2020-07-05T18:30:00Z
SD_P89384_21831,P89384,Siemens,2020-07-05T19:00:00Z,TS008,37,TS008_2020-07-05T19:00:00Z,2020-07-05T19:00:00Z
SD_P89384_21832,P89384,Siemens,2020-07-05T19:30:00Z,TS008,39,TS008_2020-07-05T19:30:00Z,2020-07-05T19:30:00Z
SD_P89384_21833,P89384,Siemens,2020-07-05T20:00:00Z,TS008,37,TS008_2020-07-05T20:00:00Z,2020-07-05T20:00:00Z
SD_P89384_21834,P89384,Siemens,2020-07-05T20:30:00Z,TS008,37,TS008_2020-07-05T20:30:00Z,2020-07-05T20:30:00Z
SD_P89384_21835,P89384,Siemens,2020-07-05T21:00:00Z,TS008,39,TS008_2020-07-05T21:00:00Z,2020-07-05T21:00:00Z
SD_P89384_21836,P89384,Siemens,2020-07-05T21:30:00Z,TS008,38,TS008_2020-07-05T21:30:00Z,2020-07-05T21:30:00Z
SD_P89384_21837,P89384,Siemens,2020-07-05T22:00:00Z,TS008,39,TS008_2020-07-05T22:00:00Z,2020-07-05T22:00:00Z
SD_P89384_21838,P89384,Siemens,2020-07-05T22:30:00Z,TS008,38,TS008_2020-07-05T22:30:00Z,2020-07-05T22:30:00Z
SD_P89384_21839,P89384,Siemens,2020-07-05T23:00:00Z,TS008,39,TS008_2020-07-05T23:00:00Z,2020-07-05T23:00:00Z
SD_P89384_21840,P89384,Siemens,2020-07-05T23:30:00Z,TS008,39,TS008_2020-07-05T23:30:00Z,2020-07-05T23:30:00Z
SD_P89384_21841,P89384,Siemens,2020-07-06T00:00:00Z,TS008,38,TS008_2020-07-06T00:00:00Z,2020-07-06T00:00:00Z
SD_P89384_21842,P89384,Siemens,2020-07-06T00:30:00Z,TS008,38,TS008_2020-07-06T00:30:00Z,2020-07-06T00:30:00Z
SD_P89384_21843,P89384,Siemens,2020-07-06T01:00:00Z,TS008,38,TS008_2020-07-06T01:00:00Z,2020-07-06T01:00:00Z
SD_P89384_21844,P89384,Siemens,2020-07-06T01:30:00Z,TS008,39,TS008_2020-07-06T01:30:00Z,2020-07-06T01:30:00Z
SD_P89384_21845,P89384,Siemens,2020-07-06T02:00:00Z,TS008,39,TS008_2020-07-06T02:00:00Z,2020-07-06T02:00:00Z
SD_P89384_21846,P89384,Siemens,2020-07-06T02:30:00Z,TS008,39,TS008_2020-07-06T02:30:00Z,2020-07-06T02:30:00Z
SD_P89384_21847,P89384,Siemens,2020-07-06T03:00:00Z,TS008,39,TS008_2020-07-06T03:00:00Z,2020-07-06T03:00:00Z
SD_P89384_21848,P89384,Siemens,2020-07-06T03:30:00Z,TS008,39,TS008_2020-07-06T03:30:00Z,2020-07-06T03:30:00Z
SD_P89384_21849,P89384,Siemens,2020-07-06T04:00:00Z,TS008,39,TS008_2020-07-06T04:00:00Z,2020-07-06T04:00:00Z
SD_P89384_21850,P89384,Siemens,2020-07-06T04:30:00Z,TS008,37,TS008_2020-07-06T04:30:00Z,2020-07-06T04:30:00Z
SD_P89384_21851,P89384,Siemens,2020-07-06T05:00:00Z,TS008,38,TS008_2020-07-06T05:00:00Z,2020-07-06T05:00:00Z
SD_P89384_21852,P89384,Siemens,2020-07-06T05:30:00Z,TS008,37,TS008_2020-07-06T05:30:00Z,2020-07-06T05:30:00Z
SD_P89384_21853,P89384,Siemens,2020-07-06T06:00:00Z,TS008,38,TS008_2020-07-06T06:00:00Z,2020-07-06T06:00:00Z
SD_P89384_21854,P89384,Siemens,2020-07-06T06:30:00Z,TS008,39,TS008_2020-07-06T06:30:00Z,2020-07-06T06:30:00Z
SD_P89384_21855,P89384,Siemens,2020-07-06T07:00:00Z,TS008,37,TS008_2020-07-06T07:00:00Z,2020-07-06T07:00:00Z
SD_P89384_21856,P89384,Siemens,2020-07-06T07:30:00Z,TS008,37,TS008_2020-07-06T07:30:00Z,2020-07-06T07:30:00Z
SD_P89384_21857,P89384,Siemens,2020-07-06T08:00:00Z,TS008,39,TS008_2020-07-06T08:00:00Z,2020-07-06T08:00:00Z
SD_P89384_21858,P89384,Siemens,2020-07-06T08:30:00Z,TS008,38,TS008_2020-07-06T08:30:00Z,2020-07-06T08:30:00Z
SD_P89384_21859,P89384,Siemens,2020-07-06T09:00:00Z,TS008,38,TS008_2020-07-06T09:00:00Z,2020-07-06T09:00:00Z
SD_P89384_21860,P89384,Siemens,2020-07-06T09:30:00Z,TS008,39,TS008_2020-07-06T09:30:00Z,2020-07-06T09:30:00Z
SD_P89384_21861,P89384,Siemens,2020-07-06T10:00:00Z,TS008,38,TS008_2020-07-06T10:00:00Z,2020-07-06T10:00:00Z
SD_P89384_21862,P89384,Siemens,2020-07-06T10:30:00Z,TS008,37,TS008_2020-07-06T10:30:00Z,2020-07-06T10:30:00Z
SD_P89384_21863,P89384,Siemens,2020-07-06T11:00:00Z,TS008,37,TS008_2020-07-06T11:00:00Z,2020-07-06T11:00:00Z
SD_P89384_21864,P89384,Siemens,2020-07-06T11:30:00Z,TS008,37,TS008_2020-07-06T11:30:00Z,2020-07-06T11:30:00Z
SD_P89384_21865,P89384,Siemens,2020-07-06T12:00:00Z,TS008,37,TS008_2020-07-06T12:00:00Z,2020-07-06T12:00:00Z
SD_P89384_21866,P89384,Siemens,2020-07-06T12:30:00Z,TS008,38,TS008_2020-07-06T12:30:00Z,2020-07-06T12:30:00Z
SD_P89384_21867,P89384,Siemens,2020-07-06T13:00:00Z,TS008,39,TS008_2020-07-06T13:00:00Z,2020-07-06T13:00:00Z
SD_P89384_21868,P89384,Siemens,2020-07-06T13:30:00Z,TS008,37,TS008_2020-07-06T13:30:00Z,2020-07-06T13:30:00Z
SD_P89384_21869,P89384,Siemens,2020-07-06T14:00:00Z,TS008,39,TS008_2020-07-06T14:00:00Z,2020-07-06T14:00:00Z
SD_P89384_21870,P89384,Siemens,2020-07-06T14:30:00Z,TS008,39,TS008_2020-07-06T14:30:00Z,2020-07-06T14:30:00Z
SD_P89384_21871,P89384,Siemens,2020-07-06T15:00:00Z,TS008,37,TS008_2020-07-06T15:00:00Z,2020-07-06T15:00:00Z
SD_P89384_21872,P89384,Siemens,2020-07-06T15:30:00Z,TS008,39,TS008_2020-07-06T15:30:00Z,2020-07-06T15:30:00Z
SD_P89384_21873,P89384,Siemens,2020-07-06T16:00:00Z,TS008,39,TS008_2020-07-06T16:00:00Z,2020-07-06T16:00:00Z
SD_P89384_21874,P89384,Siemens,2020-07-06T16:30:00Z,TS008,37,TS008_2020-07-06T16:30:00Z,2020-07-06T16:30:00Z
SD_P89384_21875,P89384,Siemens,2020-07-06T17:00:00Z,TS008,38,TS008_2020-07-06T17:00:00Z,2020-07-06T17:00:00Z
SD_P89384_21876,P89384,Siemens,2020-07-06T17:30:00Z,TS008,39,TS008_2020-07-06T17:30:00Z,2020-07-06T17:30:00Z
SD_P89384_21877,P89384,Siemens,2020-07-06T18:00:00Z,TS008,37,TS008_2020-07-06T18:00:00Z,2020-07-06T18:00:00Z
SD_P89384_21878,P89384,Siemens,2020-07-06T18:30:00Z,TS008,39,TS008_2020-07-06T18:30:00Z,2020-07-06T18:30:00Z
SD_P89384_21879,P89384,Siemens,2020-07-06T19:00:00Z,TS008,38,TS008_2020-07-06T19:00:00Z,2020-07-06T19:00:00Z
SD_P89384_21880,P89384,Siemens,2020-07-06T19:30:00Z,TS008,38,TS008_2020-07-06T19:30:00Z,2020-07-06T19:30:00Z
SD_P89384_21881,P89384,Siemens,2020-07-06T20:00:00Z,TS008,38,TS008_2020-07-06T20:00:00Z,2020-07-06T20:00:00Z
SD_P89384_21882,P89384,Siemens,2020-07-06T20:30:00Z,TS008,39,TS008_2020-07-06T20:30:00Z,2020-07-06T20:30:00Z
SD_P89384_21883,P89384,Siemens,2020-07-06T21:00:00Z,TS008,37,TS008_2020-07-06T21:00:00Z,2020-07-06T21:00:00Z
SD_P89384_21884,P89384,Siemens,2020-07-06T21:30:00Z,TS008,38,TS008_2020-07-06T21:30:00Z,2020-07-06T21:30:00Z
SD_P89384_21885,P89384,Siemens,2020-07-06T22:00:00Z,TS008,37,TS008_2020-07-06T22:00:00Z,2020-07-06T22:00:00Z
SD_P89384_21886,P89384,Siemens,2020-07-06T22:30:00Z,TS008,38,TS008_2020-07-06T22:30:00Z,2020-07-06T22:30:00Z
SD_P89384_21887,P89384,Siemens,2020-07-06T23:00:00Z,TS008,37,TS008_2020-07-06T23:00:00Z,2020-07-06T23:00:00Z
SD_P89384_21888,P89384,Siemens,2020-07-06T23:30:00Z,TS008,39,TS008_2020-07-06T23:30:00Z,2020-07-06T23:30:00Z
SD_P89384_21889,P89384,Siemens,2020-07-07T00:00:00Z,TS008,39,TS008_2020-07-07T00:00:00Z,2020-07-07T00:00:00Z
SD_P89384_21890,P89384,Siemens,2020-07-07T00:30:00Z,TS008,37,TS008_2020-07-07T00:30:00Z,2020-07-07T00:30:00Z
SD_P89384_21891,P89384,Siemens,2020-07-07T01:00:00Z,TS008,37,TS008_2020-07-07T01:00:00Z,2020-07-07T01:00:00Z
SD_P89384_21892,P89384,Siemens,2020-07-07T01:30:00Z,TS008,38,TS008_2020-07-07T01:30:00Z,2020-07-07T01:30:00Z
SD_P89384_21893,P89384,Siemens,2020-07-07T02:00:00Z,TS008,37,TS008_2020-07-07T02:00:00Z,2020-07-07T02:00:00Z
SD_P89384_21894,P89384,Siemens,2020-07-07T02:30:00Z,TS008,38,TS008_2020-07-07T02:30:00Z,2020-07-07T02:30:00Z
SD_P89384_21895,P89384,Siemens,2020-07-07T03:00:00Z,TS008,38,TS008_2020-07-07T03:00:00Z,2020-07-07T03:00:00Z
SD_P89384_21896,P89384,Siemens,2020-07-07T03:30:00Z,TS008,39,TS008_2020-07-07T03:30:00Z,2020-07-07T03:30:00Z
SD_P89384_21897,P89384,Siemens,2020-07-07T04:00:00Z,TS008,37,TS008_2020-07-07T04:00:00Z,2020-07-07T04:00:00Z
SD_P89384_21898,P89384,Siemens,2020-07-07T04:30:00Z,TS008,39,TS008_2020-07-07T04:30:00Z,2020-07-07T04:30:00Z
SD_P89384_21899,P89384,Siemens,2020-07-07T05:00:00Z,TS008,37,TS008_2020-07-07T05:00:00Z,2020-07-07T05:00:00Z
SD_P89384_21900,P89384,Siemens,2020-07-07T05:30:00Z,TS008,37,TS008_2020-07-07T05:30:00Z,2020-07-07T05:30:00Z
SD_P89384_21901,P89384,Siemens,2020-07-07T06:00:00Z,TS008,37,TS008_2020-07-07T06:00:00Z,2020-07-07T06:00:00Z
SD_P89384_21902,P89384,Siemens,2020-07-07T06:30:00Z,TS008,38,TS008_2020-07-07T06:30:00Z,2020-07-07T06:30:00Z
SD_P89384_21903,P89384,Siemens,2020-07-07T07:00:00Z,TS008,37,TS008_2020-07-07T07:00:00Z,2020-07-07T07:00:00Z
SD_P89384_21904,P89384,Siemens,2020-07-07T07:30:00Z,TS008,38,TS008_2020-07-07T07:30:00Z,2020-07-07T07:30:00Z
SD_P89384_21905,P89384,Siemens,2020-07-07T08:00:00Z,TS008,37,TS008_2020-07-07T08:00:00Z,2020-07-07T08:00:00Z
SD_P89384_21906,P89384,Siemens,2020-07-07T08:30:00Z,TS008,39,TS008_2020-07-07T08:30:00Z,2020-07-07T08:30:00Z
SD_P89384_21907,P89384,Siemens,2020-07-07T09:00:00Z,TS008,38,TS008_2020-07-07T09:00:00Z,2020-07-07T09:00:00Z
SD_P89384_21908,P89384,Siemens,2020-07-07T09:30:00Z,TS008,38,TS008_2020-07-07T09:30:00Z,2020-07-07T09:30:00Z
SD_P89384_21909,P89384,Siemens,2020-07-07T10:00:00Z,TS008,37,TS008_2020-07-07T10:00:00Z,2020-07-07T10:00:00Z
SD_P89384_21910,P89384,Siemens,2020-07-07T10:30:00Z,TS008,37,TS008_2020-07-07T10:30:00Z,2020-07-07T10:30:00Z
SD_P89384_21911,P89384,Siemens,2020-07-07T11:00:00Z,TS008,39,TS008_2020-07-07T11:00:00Z,2020-07-07T11:00:00Z
SD_P89384_21912,P89384,Siemens,2020-07-07T11:30:00Z,TS008,38,TS008_2020-07-07T11:30:00Z,2020-07-07T11:30:00Z
SD_P89384_21913,P89384,Siemens,2020-07-07T12:00:00Z,TS008,38,TS008_2020-07-07T12:00:00Z,2020-07-07T12:00:00Z
SD_P89384_21914,P89384,Siemens,2020-07-07T12:30:00Z,TS008,38,TS008_2020-07-07T12:30:00Z,2020-07-07T12:30:00Z
SD_P89384_21915,P89384,Siemens,2020-07-07T13:00:00Z,TS008,38,TS008_2020-07-07T13:00:00Z,2020-07-07T13:00:00Z
SD_P89384_21916,P89384,Siemens,2020-07-07T13:30:00Z,TS008,39,TS008_2020-07-07T13:30:00Z,2020-07-07T13:30:00Z
SD_P89384_21917,P89384,Siemens,2020-07-07T14:00:00Z,TS008,39,TS008_2020-07-07T14:00:00Z,2020-07-07T14:00:00Z
SD_P89384_21918,P89384,Siemens,2020-07-07T14:30:00Z,TS008,37,TS008_2020-07-07T14:30:00Z,2020-07-07T14:30:00Z
SD_P89384_21919,P89384,Siemens,2020-07-07T15:00:00Z,TS008,37,TS008_2020-07-07T15:00:00Z,2020-07-07T15:00:00Z
SD_P89384_21920,P89384,Siemens,2020-07-07T15:30:00Z,TS008,37,TS008_2020-07-07T15:30:00Z,2020-07-07T15:30:00Z
SD_P89384_21921,P89384,Siemens,2020-07-07T16:00:00Z,TS008,39,TS008_2020-07-07T16:00:00Z,2020-07-07T16:00:00Z
SD_P89384_21922,P89384,Siemens,2020-07-07T16:30:00Z,TS008,37,TS008_2020-07-07T16:30:00Z,2020-07-07T16:30:00Z
SD_P89384_21923,P89384,Siemens,2020-07-07T17:00:00Z,TS008,37,TS008_2020-07-07T17:00:00Z,2020-07-07T17:00:00Z
SD_P89384_21924,P89384,Siemens,2020-07-07T17:30:00Z,TS008,37,TS008_2020-07-07T17:30:00Z,2020-07-07T17:30:00Z
SD_P89384_21925,P89384,Siemens,2020-07-07T18:00:00Z,TS008,37,TS008_2020-07-07T18:00:00Z,2020-07-07T18:00:00Z
SD_P89384_21926,P89384,Siemens,2020-07-07T18:30:00Z,TS008,38,TS008_2020-07-07T18:30:00Z,2020-07-07T18:30:00Z
SD_P89384_21927,P89384,Siemens,2020-07-07T19:00:00Z,TS008,39,TS008_2020-07-07T19:00:00Z,2020-07-07T19:00:00Z
SD_P89384_21928,P89384,Siemens,2020-07-07T19:30:00Z,TS008,39,TS008_2020-07-07T19:30:00Z,2020-07-07T19:30:00Z
SD_P89384_21929,P89384,Siemens,2020-07-07T20:00:00Z,TS008,39,TS008_2020-07-07T20:00:00Z,2020-07-07T20:00:00Z
SD_P89384_21930,P89384,Siemens,2020-07-07T20:30:00Z,TS008,37,TS008_2020-07-07T20:30:00Z,2020-07-07T20:30:00Z
SD_P89384_21931,P89384,Siemens,2020-07-07T21:00:00Z,TS008,37,TS008_2020-07-07T21:00:00Z,2020-07-07T21:00:00Z
SD_P89384_21932,P89384,Siemens,2020-07-07T21:30:00Z,TS008,39,TS008_2020-07-07T21:30:00Z,2020-07-07T21:30:00Z
SD_P89384_21933,P89384,Siemens,2020-07-07T22:00:00Z,TS008,37,TS008_2020-07-07T22:00:00Z,2020-07-07T22:00:00Z
SD_P89384_21934,P89384,Siemens,2020-07-07T22:30:00Z,TS008,37,TS008_2020-07-07T22:30:00Z,2020-07-07T22:30:00Z
SD_P89384_21935,P89384,Siemens,2020-07-07T23:00:00Z,TS008,37,TS008_2020-07-07T23:00:00Z,2020-07-07T23:00:00Z
SD_P89384_21936,P89384,Siemens,2020-07-07T23:30:00Z,TS008,38,TS008_2020-07-07T23:30:00Z,2020-07-07T23:30:00Z
SD_P89384_21937,P89384,Siemens,2020-07-08T00:00:00Z,TS008,37,TS008_2020-07-08T00:00:00Z,2020-07-08T00:00:00Z
SD_P89384_21938,P89384,Siemens,2020-07-08T00:30:00Z,TS008,37,TS008_2020-07-08T00:30:00Z,2020-07-08T00:30:00Z
SD_P89384_21939,P89384,Siemens,2020-07-08T01:00:00Z,TS008,39,TS008_2020-07-08T01:00:00Z,2020-07-08T01:00:00Z
SD_P89384_21940,P89384,Siemens,2020-07-08T01:30:00Z,TS008,37,TS008_2020-07-08T01:30:00Z,2020-07-08T01:30:00Z
SD_P89384_21941,P89384,Siemens,2020-07-08T02:00:00Z,TS008,37,TS008_2020-07-08T02:00:00Z,2020-07-08T02:00:00Z
SD_P89384_21942,P89384,Siemens,2020-07-08T02:30:00Z,TS008,38,TS008_2020-07-08T02:30:00Z,2020-07-08T02:30:00Z
SD_P89384_21943,P89384,Siemens,2020-07-08T03:00:00Z,TS008,38,TS008_2020-07-08T03:00:00Z,2020-07-08T03:00:00Z
SD_P89384_21944,P89384,Siemens,2020-07-08T03:30:00Z,TS008,38,TS008_2020-07-08T03:30:00Z,2020-07-08T03:30:00Z
SD_P89384_21945,P89384,Siemens,2020-07-08T04:00:00Z,TS008,39,TS008_2020-07-08T04:00:00Z,2020-07-08T04:00:00Z
SD_P89384_21946,P89384,Siemens,2020-07-08T04:30:00Z,TS008,37,TS008_2020-07-08T04:30:00Z,2020-07-08T04:30:00Z
SD_P89384_21947,P89384,Siemens,2020-07-08T05:00:00Z,TS008,39,TS008_2020-07-08T05:00:00Z,2020-07-08T05:00:00Z
SD_P89384_21948,P89384,Siemens,2020-07-08T05:30:00Z,TS008,39,TS008_2020-07-08T05:30:00Z,2020-07-08T05:30:00Z
SD_P89384_21949,P89384,Siemens,2020-07-08T06:00:00Z,TS008,37,TS008_2020-07-08T06:00:00Z,2020-07-08T06:00:00Z
SD_P89384_21950,P89384,Siemens,2020-07-08T06:30:00Z,TS008,37,TS008_2020-07-08T06:30:00Z,2020-07-08T06:30:00Z
SD_P89384_21951,P89384,Siemens,2020-07-08T07:00:00Z,TS008,38,TS008_2020-07-08T07:00:00Z,2020-07-08T07:00:00Z
SD_P89384_21952,P89384,Siemens,2020-07-08T07:30:00Z,TS008,37,TS008_2020-07-08T07:30:00Z,2020-07-08T07:30:00Z
SD_P89384_21953,P89384,Siemens,2020-07-08T08:00:00Z,TS008,38,TS008_2020-07-08T08:00:00Z,2020-07-08T08:00:00Z
SD_P89384_21954,P89384,Siemens,2020-07-08T08:30:00Z,TS008,38,TS008_2020-07-08T08:30:00Z,2020-07-08T08:30:00Z
SD_P89384_21955,P89384,Siemens,2020-07-08T09:00:00Z,TS008,37,TS008_2020-07-08T09:00:00Z,2020-07-08T09:00:00Z
SD_P89384_21956,P89384,Siemens,2020-07-08T09:30:00Z,TS008,37,TS008_2020-07-08T09:30:00Z,2020-07-08T09:30:00Z
SD_P89384_21957,P89384,Siemens,2020-07-08T10:00:00Z,TS008,39,TS008_2020-07-08T10:00:00Z,2020-07-08T10:00:00Z
SD_P89384_21958,P89384,Siemens,2020-07-08T10:30:00Z,TS008,38,TS008_2020-07-08T10:30:00Z,2020-07-08T10:30:00Z
SD_P89384_21959,P89384,Siemens,2020-07-08T11:00:00Z,TS008,38,TS008_2020-07-08T11:00:00Z,2020-07-08T11:00:00Z
SD_P89384_21960,P89384,Siemens,2020-07-08T11:30:00Z,TS008,39,TS008_2020-07-08T11:30:00Z,2020-07-08T11:30:00Z
SD_P89384_21961,P89384,Siemens,2020-07-08T12:00:00Z,TS008,38,TS008_2020-07-08T12:00:00Z,2020-07-08T12:00:00Z
SD_P89384_21962,P89384,Siemens,2020-07-08T12:30:00Z,TS008,38,TS008_2020-07-08T12:30:00Z,2020-07-08T12:30:00Z
SD_P89384_21963,P89384,Siemens,2020-07-08T13:00:00Z,TS008,39,TS008_2020-07-08T13:00:00Z,2020-07-08T13:00:00Z
SD_P89384_21964,P89384,Siemens,2020-07-08T13:30:00Z,TS008,39,TS008_2020-07-08T13:30:00Z,2020-07-08T13:30:00Z
SD_P89384_21965,P89384,Siemens,2020-07-08T14:00:00Z,TS008,37,TS008_2020-07-08T14:00:00Z,2020-07-08T14:00:00Z
SD_P89384_21966,P89384,Siemens,2020-07-08T14:30:00Z,TS008,39,TS008_2020-07-08T14:30:00Z,2020-07-08T14:30:00Z
SD_P89384_21967,P89384,Siemens,2020-07-08T15:00:00Z,TS008,39,TS008_2020-07-08T15:00:00Z,2020-07-08T15:00:00Z
SD_P89384_21968,P89384,Siemens,2020-07-08T15:30:00Z,TS008,39,TS008_2020-07-08T15:30:00Z,2020-07-08T15:30:00Z
SD_P89384_21969,P89384,Siemens,2020-07-08T16:00:00Z,TS008,37,TS008_2020-07-08T16:00:00Z,2020-07-08T16:00:00Z
SD_P89384_21970,P89384,Siemens,2020-07-08T16:30:00Z,TS008,39,TS008_2020-07-08T16:30:00Z,2020-07-08T16:30:00Z
SD_P89384_21971,P89384,Siemens,2020-07-08T17:00:00Z,TS008,37,TS008_2020-07-08T17:00:00Z,2020-07-08T17:00:00Z
SD_P89384_21972,P89384,Siemens,2020-07-08T17:30:00Z,TS008,39,TS008_2020-07-08T17:30:00Z,2020-07-08T17:30:00Z
SD_P89384_21973,P89384,Siemens,2020-07-08T18:00:00Z,TS008,39,TS008_2020-07-08T18:00:00Z,2020-07-08T18:00:00Z
SD_P89384_21974,P89384,Siemens,2020-07-08T18:30:00Z,TS008,39,TS008_2020-07-08T18:30:00Z,2020-07-08T18:30:00Z
SD_P89384_21975,P89384,Siemens,2020-07-08T19:00:00Z,TS008,37,TS008_2020-07-08T19:00:00Z,2020-07-08T19:00:00Z
SD_P89384_21976,P89384,Siemens,2020-07-08T19:30:00Z,TS008,37,TS008_2020-07-08T19:30:00Z,2020-07-08T19:30:00Z
